"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"162461","","932.2012","","The Sims","Wright Will","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Wright_Will---The_Sims---932.2012---162461","Yes","14","No",""
"139321","","1063.2010","","Mason","Barnbrook Jonathan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Barnbrook_Jonathan---Mason---1063.2010---139321","Yes","4","No",""
"139325","","1064.2010","","FF Blur","Brody Neville","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Brody_Neville---FFBlur---1064.2010---139325","Yes","1","No",""
"152866","","1098.2011.1-2","","Money Talks","Brownjohn Robert","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Brownjohn_Robert---Money_Talks---1098.2011.1-2---152866","Yes","1","No",""
"154701","","1101.2011","","The Tortoise and the Hare","Brownjohn Robert","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Brownjohn_Robert---The_Tortoise_and_the_Hare---1101.2011---154701","Yes","1","No",""
"139308","","1068.2010","","Big Caslon","Carter Matthew","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Carter_Matthew---Big_Caslon---1068.2010---139308","Yes","6","No",""
"139309","","1067.2010","","Mantinia","Carter Matthew","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Carter_Matthew---Mantinia---1067.2010---139309","Yes","1","No",""
"139310","","1071.2010","","Miller","Carter Matthew","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Carter_Matthew---Miller---1071.2010---139310","Yes","6","No",""
"139312","","1070.2010","","Verdana","Carter Matthew","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Carter_Matthew---Verdana---1070.2010---139312","Yes","9","No",""
"139311","","1069.2010","","Walker","Carter Matthew","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Carter_Matthew---Walker---1069.2010---139311","Yes","2","No",""
"139322","","1072.2010","","New Alphabet","Crouwel Wim","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Crouwel_Wim---New_Alphabet---1072.2010---139322","Yes","22","No",""
"139319","","1073.2010","","Template Gothic","Deck Barry","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Deck_Barry---Template_Gothic---1073.2010---139319","Yes","2","No",""
"110269","","SC527.2008","","I Want You To Want Me","Harris Jonathan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Harris_Jonathan---I_Want_You_To_Want_Me---SC527.2008---110269","Yes","3147","No",""
"110255","","468.2008.a-c","","Lightweeds","Heijdens Simon","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Heijdens_Simon---Lightweeds---468.2008.a-c---110255","Yes","86","No",""
"139301","","1077.2010","","Gotham","Hoefler & Frere-Jones","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Hoefler_Jonathan---Gotham---1077.2010---139301","Yes","66","No",""
"139304","","1078.2010","","HTF Didot","Hoefler Jonathan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Hoefler_Jonathan---HTFDidot---1078.2010---139304","Yes","42","No",""
"139303","","1075.2010","","Mercury","Hoefler & Frere-Jones","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Hoefler_Jonathan---Mercury---1075.2010---139303","Yes","6","No",""
"139302","","1076.2010","","Retina","Hoefler & Frere-Jones","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Hoefler_Jonathan---Retina---1076.2010---139302","Yes","50","No",""
"108037","","TR12709.1","","Helvetica","Hustwit Gary","Architecture & Design - Temporary Receipt","/Volumes/drmc/Collections_materials/Architecture_Design/Hustwit_Gary---Helvetica---TR12709.1---108037","Yes","7","No",""
"110265","","SC528.2008","","Walrus graph visualization tool","Hyun Young","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Hyun_Young---Walrus_Graph_Visualization_Tool---SC528.2008---110265","Yes","3","No",""
"139318","","1079.2010","","Keedy Sans","Keedy Jeffery","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Keedy_Jeffery---Keedy_Sans---1079.2010---139318","Yes","2","No",""
"110268","","SC529.2008.1-2","","Flight Patterns","Koblin Aaron","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Koblin_Aaron---Flight_Patterns---SC529.2008.1-2---110268","Yes","4","No",""
"139320","","1080.2010","","Oakland","Licko Zuzana","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Licko_Zuzana---Oakland---1080.2010---139320","Yes","10","No",""
"102219","","462.2006.1-2","","12 o'clocks","Maeda John","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Maeda_John---12o'clocks---462.2006.1-2---102219","Yes","4","No",""
"102218","","461.2006.1-2","","Flying Letters","Maeda John","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Maeda_John---Flying_Letters---461.2006.1-2---102218","Yes","5","No",""
"102220","","463.2006.1-2","","Tap, Type, Write","Maeda John","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Maeda_John---Tap_Type_Write---463.2006.1-2---102220","Yes","5","No",""
"102214","","460.2006.1-2","","The Reactive Square","Maeda John","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Maeda_John---The_Reactive_Square---460.2006.1-2---102214","Yes","8","No",""
"139317","","1081.2010","","Dead History","Makela P. Scott","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Makela_PScott---Dead_History---1081.2010---139317","Yes","2","No",""
"139323","","1082.2010","","FF Din","Pool Albert-Jan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Pool_Albert-Jan---FF_Din---1082.2010---139323","Yes","4","No",""
"111588","","SC928.2007","","ANY Flip Sequence","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---ANY_Flip_Sequence---SC928.2007---111588","Yes","10","No",""
"111581","","SC929.2007","","Prada Guilt Big Boy Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Big_Boy_Animation---SC929.2007---111581","Yes","2","No",""
"111582","","SC930.2007","","Prada Guilt Candy Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Candy_Animation---SC930.2007---111582","Yes","2","No",""
"162462","","933.2012","","Eve Online","CCP Games","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/CCP_Games---Eve_Online---933.2012---162462","Yes","5","No",""
"111583","","SC931.2007","","Prada Guilt Monolith Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Monolith_Animation---SC931.2007---111583","Yes","2","No",""
"111584","","SC932.2007","","Prada Guilt Peepshow Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Peepshow_Animation---SC932.2007---111584","Yes","2","No",""
"111580","","SC933.2007","","Prada Guilt Triptych Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Triptych_Animation---SC933.2007---111580","Yes","2","No",""
"111585","","SC934.2007","","Prada Guilt Viagra Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Viagra_Animation---SC934.2007---111585","Yes","2","No",""
"111586","","SC935.2007","","Prada Guilt Watergirl Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Prada_Guilt_Watergirl_Animation---SC935.2007---111586","Yes","2","No",""
"111577","","SC925.2007","","Vitra Wallpaper Animation","2x4, Inc.","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rock_Michael---Vitra_Wallpaper_Animation---SC925.2007---111577","Yes","9","No",""
"110422","","SC533.2008","","Cabspotting: New Year's Eve 2007","Snibbe Scott","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rodenbeck_Eric---Cabspotting_New_Years_Eve_2007---SC533.2008---110422","Yes","2","No",""
"147891","","378.2011.1-5","","Casa da Musica Identity","Sagmeister Stefan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Sagmeister_Stefan---Casada_Musica_Identity---378.2011.1-5---147891","Yes","10","No",""
"143346","","379.2011","","Casa da Musica Identity","Sagmeister Stefan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Sagmeister_Stefan---Casada_Musica_Identity---379.2011---143346","Yes","2","No",""
"145254","","377.2011","","Casa da Musica Identity, Logo Generator","Sagmeister Stefan","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Sagmeister_Stefan---Casada_Musica_Identity_Logo_Generator---377.2011---145254","Yes","15","No",""
"139324","","1083.2010","","FF Meta","Spiekermann Erik","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Spiekermann_Erik---FF_Meta---1083.2010---139324","Yes","10","No",""
"110266","","SC534.2008.1-2","","""Rewiring the Spy""","Strausfeld Lisa","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Strausfeld_Lisa---Rewiring_The_Spy---SC534.2008.1-2---110266","Yes","4","No",""
"110267","","473.2008","","Sugar Interface for the XO Laptop","Pentagram","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Strausfeld_Lisa---Sugar_Interface_for_the_XO_Laptop---473.2008---110267","Yes","2","No",""
"110166","","SC535.2008.1-4","","Newton Virus","Troika","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Troika---Newton_Virus---SC535.2008.1-4---110166","Yes","2","No",""
"139326","","1084.2010","","FF Beowolf","van Blokland Erik","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/vanBlokland_Erik---FF_Beowolf---1084.2010---139326","Yes","1","No",""
"110350","","SC541.2008","","Thinking Machine 4","Wattenberg Martin","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Wattenberg_Martin---Thinking_Machine_4---SC541.2008---110350","Yes","43","No",""
"110196","","485.2008","","Shadow Monsters","Worthington Philip","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Worthington_Phillip---Shadow_Monsters---485.2008---110196","Yes","258","No",""
"110246","","SC487.2008.1-2","","Nanotopia from the Future Farm project","Burton Michael","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Burton_Michael---Nanotopia_From_The_Futre_Farm_Project---SC487.2008.1-2---110246","Yes","1","No",""
"91954","","500.2004","","Split Flap Board Flight Information Display System","Solari di Udine, Italy","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/diUdine_Solari---Split_Flap_Board---500.2004---91954","Yes","35","No",""
"110128","","439.2008","","All the Robots","Dunne Anthony","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Dunne_Anthony---All_The_Robots---439.2008---110128","Yes","8","No",""
"98100","","107.2006","","Sea Shelter","Garde Nikhil","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Garde_Nikhil---Sea_Shelter---107.2006---98100","Yes","8","No",""
"110179","","440.2008.1-3","","Digital Remains","Gauler Michele","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Gauler_Michele---Digital_Remains---440.2008.1-3---110179","Yes","6","No",""
"115871","","446.2008.1","","XO Laptop from the One Laptop per Child (OLPC) project","One Laptop per Child","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Negroponte_Nicholas---XO_Laptop---446.2008.1---115871","Yes","1","No",""
"94027","","163.2006","","Basic House","Ruiz de Azúa Martín","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Ruiz_de_Azua_Martin---Basic_House---163.2006---94027","Yes","8","No",""
"110182","","SC510.2008","","Genetic Trace: New Organs of Perception","Soares Susana","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Soares_Susana---Genetic_Trace_New_Organs_of_Perception---SC510.2008---110182","Yes","1","No",""
"126451","","83.2009","","Frankfurt Kitchen from the Ginnheim-Höhenblick Housing Estate, Frankfurt am Main, Germany","Schütte-Lihotzky Margarete","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Schütte-Lithotzky_Margarete---Frankfurt_Kitchen---83.2009---126451","Yes","25","No",""
"110385","","SC513.2008","","Desire Management","Toran Noam","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Toran_Noam---Desire_Management---SC513.2008---110385","Yes","7","No",""
"110129","","SC512.2008","","Object for Lonely Men","Toran Noam","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Toran_Noam---Object_For_Lonely_Men---SC512.2008---110129","Yes","8","No",""
"164924","","1740.2012.2","","The Solar-Sinter","Kayser Markus","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Kayser_Markus---Solar-sintered_Bowl---1740.2012.2---164924","Yes","4","No",""
"110429","","462.2008.1-2","","LOMAK light operated mouse and keyboard","Watling Michael","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Watling_Michael---LOMAK_light_operated_mouse_and_keyboard---462.2008.1-2---110429","Yes","189","No",""
"131041","","1341.2009","","Signs of Life","Yauner Freddie","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Yauner_Freddie---Signs_of_Life---1341.2009---131041","Yes","9","No",""
"93266","","480.2005","","""Picture a City"" Video for Bradford City Centre Master Plan
Bradford, West Yorkshire, England UK","Alsop Architects","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Alsop_Oliver---Picture_a_City---480.2005---93266","Yes","24","No",""
"126221","","SC104.2009","","Housing Urbanism Made of Waste","Cruz Estudio Teddy","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Cruz_Teddy---Housing_Urbanism_Made_of_Waste---SC104.2009---126221","Yes","10","No",""
"126218","","76.2009.a-d","","Non-Stop Sprawl: McMansion Retrofitted Project","Cruz Estudio Teddy","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Cruz_Teddy---Non_Stop_Sprawl---76.2009.a-d---126218","Yes","17","No",""
"126222","","71.2009","","Radicalizing the Local: 60 Miles of Trans-Border Urban Conflict, project","Cruz Estudio Teddy","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Cruz_Teddy---Radicalizing_the_Local---71.2009---126222","Yes","13","No",""
"105183","","556.2006.a-d","","Blur Building, Yverdon-les-Bains, Switzerland","Diller + Scofidio","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Diller_Scofidio---Blur_Building---556.2006.a-d---105183","Yes","25","No",""
"105181","","559.2006","","Eyebeam Museum of Art and Technology Project, New York, New York
Scale model 1/8""=1'0""","Diller + Scofidio","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Diller_Scofidio---Eyebeam_Museum_of_Art_and_Technology---559.2006---105181","Yes","8","No",""
"121495","","1773.2008","","The MoMA Wall","Diller + Scofidio","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Diller_Scofidio---The_MoMA_Wall---1773.2008---121495","Yes","8","No",""
"119932","","SC154.2010","","Flagrant Délit","Jacquet Jean-Pierre","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Jacquet_Jean_Pierre---Flagrant_Delit---SC154.2010---119932","Yes","4","No",""
"156886","","156.2012","","Ikea Disobedients","Jaque Andrés","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Jaque_Andres---Ikea_Disobedients---156.2012---156886","Yes","51","No",""
"142237","","SC1032.2010","","House of the Century","Jost Richard","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Jost_Richard---House_of_the_Century---SC1032.2010---142237","Yes","15","No",""
"159846","","816.2012.1","","Cantiere Barca","raumlaborberlin","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Raumlaborberlin---Cantiere_Barca---816.2012.1---159846","Yes","4","No",""
"139248","139248","551.2010.a-c","551.2010.a-c","Iscapes 1.0","Asymptote Architecture","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rashid_Hani---Iscapes_1_0---551.2010.a-c---139248","Yes","4","Yes","551.2010.DG"
"129366","","605.2009","","GSW Headquarters, Berlin, Germany
Elevation, west façade","Sauerbruch Hutton","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Sauerbruch_Hutton---GSW_Headquarters---605.2009---129366","Yes","5","No",""
"169996","","701.2013","","Space Invaders","Nishikado Tomohiro","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Nishikado_Tomohiro---Space_Invaders---701.2013---169996","Yes","43","No",""
"132413","","SC1342.2009","","Sketch Furniture Film","Front Design","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/vonderLancken_Charlotte---SketchFurnitureFilm---SC1342_2009---132413","Yes","1","No",""
"110172","","SC503.2008.1-3","","Paper Alarm Clock from the Flat Futures project: Exploring Digital Paper","Mora Miquel","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Mora_Miquel---Paper_Alarm_Clock---SC503.2008.1-3---110172","Yes","1","No",""
"84256","","SC158.2002.19","","Stadthaus Scharnhauser Park, Ostfildern, Germany
Glasshouse 3000","Mayer Hermann Jürgen","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Mayer_Jurgen---Stadthaus_Scharnhauser_Park---SC158.2002.19---84256","Yes","11","No",""
"162458","","929.2012","","Another World","Chahi Éric","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Chahi_Eric---Another_World---929.2012---162458","Yes","1","No",""
"164917","","1745.2012","","Pac-Man","Iwatani Toru","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Iwatani_Toru---Pac_Man---1745.2012---164917","Yes","10","No",""
"164918","","1746.2012","","Myst","Miller Rand","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Miller_Rand---Myst---1746.2012---164918","Yes","9","No",""
"169919","","702.2013","","Minecraft","Persson Markus","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Persson_Notch_Markus---Minecraft---702.2013---169919","Yes","5","No",""
"164922","","1750.2012","","Canabalt","Saltsman Adam","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Saltsman_Adam---Canabalt---1750.2012---164922","Yes","78","No",""
"146624","146624","764.2011","764.2011","Sweeper's Clock","Baas Maarten","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Baas_Maarten---Sweepers_Clock---764.2011---146624","Yes","14","Yes","764.2011.DG"
"146229","","763.2011","","AnalogDigital","Baas Maarten","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Bass_Maarten---Analog_Digital---763.2011---146229","Yes","16","No",""
"174200","","1182.2013","","Google Map Pin","Rasmussen Jens Eilstrup","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Rasmussen_Jens---Google_Map_Pin---1182.2013---174200","Yes","6","No",""
"177884","","SC437.2014","","Brown Box Game System","Baer Ralph","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Baer_Ralph---Brown_Box_Game_System---TR14918---177884","Yes","6","No",""
"169924","","691.2013","","Magnavox Odyssey","Baer Ralph","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Baer_Ralph---Magnavox_Odyssey---691.2013---169924","Yes","6","No",""
"147553","","772.2011","","Lucy from the series Back, Herebelow Formidable (the rebirth of prehistoric creatures)","Humeau Marguerite","Architecture & Design","/Volumes/drmc/Collections_materials/Architecture_Design/Humeau_Marguerite---Lucy_from_the_series_Back,_Herebelow_Formidable_(the_rebirth_of_prehistoric_creatures)---772.2011---147553","Yes","2","No",""
"60125","","20.1998.a-b","","Hearring (for Parkett No. 49)","Anderson Laurie","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Anderson_Laurie---Hearing---20_1998_a-b---60125","Yes","1","No",""
"109155","","1202.2005.1","","Wilza","assume vivid astro focus","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/assume_vivid_astro_focus---Wilza---1202.2005.1---109155","Yes","1","No",""
"61825","","103.1991","","""Untitled"" (Death by Gun)","Gonzalez-Torres Felix","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Gonzales-Torres---DeathByGun---103_1991---61825","Yes","1","No",""
"102054","","283.2006","","30 Farben (30 Colors)","Nicolai Olaf","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Nicolai_Olaf---30Furben---283_2006---102054","Yes","6","No",""
"116354","","302.2008","","Invariants Animation","Orozco Gabriel","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Orozco_Gabriel---InvariantsAnimation---302_2008---116354","Yes","2","No",""
"127168","","2665.2008","","Variations for Double Bass","Patterson Benjamin","Fluxus Collection","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Patterson_Ben---VariationsforDoublebass---2665.2008---127168","Yes","3","No",""
"96446","","2168.2005","","Screamadelica","Lambie Jim","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Lambie_Jim---Screamadelica---2168.2005---96446","Yes","9","No",""
"141875","","33.2011.1","","Wooden chair with box at the feet","López Mateo","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Lopez_Mateo---Wooden_chair_with_box_at_the_feet---33.2011.1---141875","Yes","220","No",""
"61779","","99.1998.a-d","","Talking Light (for Parkett no. 47)","Oursler Tony","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Oursler_Tony---TalkingLight---99_1998_a-d---61779","Yes","2","No",""
"116353","","303.2008.1-672","","Samurai Tree Invariants","Orozco Gabriel","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Orozco_Gabriel---SamuraiTreeInvariants---303_2008_1-672---116353","Yes","673","No",""
"32055","","1134.2001.A-B","","Robert Mangold, Prints 1968-1998","Mangold Robert","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Mangold_Robert---RobertMangoldPrints---1134_2001_A-B---32055","Yes","1444","No",""
"130526","","FC896","","Duo for Voice and String","Patterson Benjamin","Fluxus Collection","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Patterson_Ben---DuoforVoiceandString---FC896---130526","Yes","4","No",""
"90727","","298.2004","","Flume","Schwalb Susan","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Schwalb_Susan---Flume---298_2004---90727","Yes","1","No",""
"173164","173164","842.2013.1x1-1x2","842.2013.1x1-1x2","Luminescent Mushroom Farm, 2012 from Fade to Black 3","Parreno Philippe","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Parreno_Philippe---Luminescent_Mushrooms_Farm,_2012---842.2013.1x1-1x2---173164","Yes","4","Yes","842.2013.1.DG"
"128665","128665","2907.2008","2907.2008","Fluxphone","Raman Elohim (Ely)","Fluxus Collection","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Raman_Ely---Fluxphone---2907_2008---128665","Yes","20","Yes","2907.2008.DG"
"128452","","352.2009","","Car on Bricks","Rhode Robin","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Rhode_Robin---CaronBricks---352_2009---128452","Yes","1","No",""
"69877","","481.1986.35","","Untitled from Artifacts at the End of a Decade","Rosler Martha","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Rosler_Martha---ArtifactsfromtheendofaDecade---481_1986_35---69877","Yes","6","No",""
"75761","","1135.2001","","Untitled (for Parkett 60)","Thater Diana","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Thater_Diana---Untitled---1135_2001---75761","Yes","8","No",""
"100778","","301.2006","","Kosmogonia Vodolazov (Cosmogony of the Deep Sea Divers)","Tishkov Leonid","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Tishkov_Leonid---DeepSeaDivers---301_2006---100778","Yes","6","No",""
"102751","","602.2005.2","","Beogram 4000 Hi Fi System","Walker Kelley","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Walker_Kelley---Beogram4000HiFiSystem---602_2005_2---102751","Yes","2","No",""
"173165","173165","842.2013.2x1-.2x2","842.2013.2x1-.2x2","Fraught Times, A Song Written by The Monroe Transfer to Play During the Ritual When the Christmas Trees are Delivered, 2008 from Fade to Black 3","Parreno Philippe","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Parreno_Philippe---Fraught_Times,_A_Song_Written_by_The_Monroe_Transfer_to_Play_During_the_Ritual_When_the_Christmas_Trees_are_Delivered,_2008---842.2013.2x1-.2x2---173165","Yes","4","Yes","842.2013.2.DG"
"102755","","604.2005.2","","Pioneer","Walker Kelley","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Walker_Kelley---Pioneer---604_2005_2---102755","Yes","2","No",""
"102753","","603.2005.2","","The Marantz Turntable","Walker Kelley","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Walker_Kelley---TheMarantzTurntable---603_2005_2---102753","Yes","2","No",""
"111198","","1129.2007.1-154","","A Bookcase for onestar press","Weiner Lawrence","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Weiner_Lawrence---ABookcaseforOnestarPress---1129_2007_1-154---111198","Yes","304","No",""
"96038","","1768.2005.a-dd","","Suspended Animation - 29 Drawings of the Same Photograph","Goodwin Dryden","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Goodwin_Dryden---Suspended_Animation---1768.2005.a-dd---96038","Yes","6","No",""
"97671","","3351.2005.a-aa","","nine disasters (Florida City; Maui; Moran; San Fernando Valley; Anchorage; Kobe; Elba; Los Angeles; TWA Flight 800)","Walker Kelley","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Walker_Kelley---nine_disasters---3351.2005.a-aa---97671","Yes","9","No",""
"111026","","SC1131.2007","","Wipe That Clock Off Your Face","Belott Brian","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Belot_Brian---WipeThatClockOffYourFace---SC1131_2007---111026","Yes","14","No",""
"128656","128656","2098.2008.a-c","2098.2008.a-c","Entrance and Exit Music","Brecht George","Fluxus Collection","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Brecht_George---EntranceandExitMusic---2098.2008.a-c---128656","Yes","16","Yes","2098.2008.DG"
"169818","","639.2013.a-d","","Working Drawings and Other Visible Things on Paper Not Necessarily Meant to be Viewed as Art","Bochner Mel","Drawings","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Bochner_Mel---Working_Drawings_and_Other_Visible_Things_on_Paper_Not_Necessarily_Meant_to_be_Viewed_as_Art---639.2013.a-d---169818","Yes","8","No",""
"173166","173166","842.2013.3x1-.3x2","842.2013.3x1-.3x2","Invisibleboy, Propaganda Rabbits, 2010 from Fade to Black 3","Parreno Philippe","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Parreno_Philippe---Invisibleboy,_Propaganda_Rabbits,_2010---842.2013.3x1-.3x2---173166","Yes","4","Yes","842.2013.3.DG"
"170608","170608","602.2013","602.2013","Untitled","Shahbazi Shirana","Prints & Illustrated Books","/Volumes/drmc/Collections_materials/Drawings_and_Prints/Shibazi_Shirana---Untitled---602.2013---170608","Yes","2","Yes","602.2013.DG"
